referrer,views_total,views_unique
github.com,62,21
Google,39,24
saul.cpsc.ucalgary.ca,18,6
Bing,17,7
zenodo.org,4,1
petervanlunteren.github.io,3,2
medium.com,3,2
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,2
github-com.translate.goog,2,1
