referrer,views_total,views_unique
Google,90,43
pub.towardsai.net,61,10
github.com,60,18
saul.cpsc.ucalgary.ca,30,16
Bing,30,10
petervanlunteren.github.io,12,5
wildlabs.net,9,5
medium.com,8,1
DuckDuckGo,5,1
ecosia.org,3,1
