referrer,views_total,views_unique
Google,121,41
github.com,74,40
addaxdatascience.com,50,26
pub.towardsai.net,25,2
Bing,10,8
DuckDuckGo,5,5
lila.science,5,1
usgs.gov,2,1
yandex.ru,1,1
pypi.org,1,1
