time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,11,9,96,15
2024-07-04 00:00:00+00:00,27,16,172,20
2024-07-05 00:00:00+00:00,6,5,93,18
2024-07-06 00:00:00+00:00,7,4,4,2
2024-07-07 00:00:00+00:00,1,1,9,7
2024-07-08 00:00:00+00:00,13,10,57,18
2024-07-09 00:00:00+00:00,10,8,59,20
2024-07-10 00:00:00+00:00,25,17,134,19
2024-07-11 00:00:00+00:00,26,13,142,17
2024-07-12 00:00:00+00:00,8,5,64,8
2024-07-13 00:00:00+00:00,27,14,97,4
2024-07-14 00:00:00+00:00,7,5,23,8
2024-07-15 00:00:00+00:00,8,6,129,26
2024-07-16 00:00:00+00:00,6,5,129,17
