referrer,views_total,views_unique
Google,54,29
github.com,47,21
saul.cpsc.ucalgary.ca,30,11
wildlabs.net,13,4
petervanlunteren.github.io,7,5
Bing,7,5
agentmorris.github.io,2,1
web.skype.com,1,1
statics.teams.cdn.office.net,1,1
