referrer,views_total,views_unique
Google,244,27
Bing,72,9
saul.cpsc.ucalgary.ca,71,18
addaxdatascience.com,68,14
github.com,36,14
towardsai.net,34,3
pub.towardsai.net,13,3
wildlabs.net,9,6
ecosia.org,9,1
cn.bing.com,2,1
