referrer,views_total,views_unique
github.com,141,39
addaxdatascience.com,88,20
Google,68,25
Bing,20,3
wildlabs.net,19,5
Yahoo,12,2
agentmorris.github.io,9,6
DuckDuckGo,5,4
towardsai.net,4,1
saul.cpsc.ucalgary.ca,2,2
