referrer,views_total,views_unique
github.com,51,11
saul.cpsc.ucalgary.ca,20,9
Google,16,8
cdn.iframe.ly,12,1
wildlabs.net,11,6
Bing,5,4
wefixit.syncromsp.com,3,1
petervanlunteren.github.io,2,2
cn.bing.com,1,1
