referrer,views_total,views_unique
Google,86,32
petervanlunteren.github.io,64,9
github.com,36,22
saul.cpsc.ucalgary.ca,35,6
towardsai.net,26,5
Bing,19,3
addaxdatascience.com,16,6
pub.towardsai.net,9,5
towardsai-net.cdn.ampproject.org,3,2
DuckDuckGo,3,2
