referrer,views_total,views_unique
Google,148,40
saul.cpsc.ucalgary.ca,61,11
github.com,43,21
pub.towardsai.net,37,6
petervanlunteren.github.io,24,5
addaxdatascience.com,18,8
Bing,8,2
DuckDuckGo,6,4
wildlabs.net,5,2
towardsai-net.cdn.ampproject.org,5,2
