referrer,views_total,views_unique
Google,141,36
github.com,127,17
addaxdatascience.com,111,21
Bing,21,4
DuckDuckGo,15,3
joss.theoj.org,3,2
wildlabs.net,2,2
smartparks.org,1,1
saul.cpsc.ucalgary.ca,1,1
agentmorris.github.io,1,1
