time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-30 00:00:00+00:00,12.0,8.0,52,17
2024-10-01 00:00:00+00:00,22.0,8.0,120,17
2024-10-02 00:00:00+00:00,25.0,17.0,104,21
2024-10-03 00:00:00+00:00,26.0,20.0,130,20
2024-10-04 00:00:00+00:00,10.0,8.0,65,14
2024-10-05 00:00:00+00:00,1.0,1.0,18,4
2024-10-06 00:00:00+00:00,2.0,2.0,15,5
2024-10-07 00:00:00+00:00,11.0,10.0,41,9
2024-10-08 00:00:00+00:00,10.0,6.0,53,20
2024-10-09 00:00:00+00:00,14.0,11.0,103,30
2024-10-10 00:00:00+00:00,13.0,10.0,109,29
2024-10-11 00:00:00+00:00,9.0,7.0,50,21
2024-10-12 00:00:00+00:00,10.0,8.0,9,9
2024-10-13 00:00:00+00:00,,,17,8
