referrer,views_total,views_unique
addaxdatascience.com,219,22
Google,157,34
github.com,78,30
Bing,47,10
wildlabs.net,6,2
DuckDuckGo,2,2
saul.cpsc.ucalgary.ca,2,1
healthycountryai.org,1,1
