referrer,views_total,views_unique
Google,47,30
wildlabs.net,21,11
github.com,12,9
saul.cpsc.ucalgary.ca,11,8
Bing,8,5
joss.theoj.org,5,1
mail.google.com,4,1
petervanlunteren.github.io,2,2
repos.opensource.microsoft.com,1,1
