time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-30 00:00:00+00:00,2,2,7,4
2022-10-31 00:00:00+00:00,2,2,1,1
2022-11-01 00:00:00+00:00,28,17,38,8
2022-11-02 00:00:00+00:00,20,11,49,8
2022-11-03 00:00:00+00:00,19,13,44,16
2022-11-04 00:00:00+00:00,6,6,54,24
2022-11-05 00:00:00+00:00,3,3,6,4
2022-11-06 00:00:00+00:00,11,10,60,11
2022-11-07 00:00:00+00:00,13,9,68,15
2022-11-08 00:00:00+00:00,12,8,36,10
2022-11-09 00:00:00+00:00,11,7,13,5
2022-11-10 00:00:00+00:00,21,10,44,5
2022-11-11 00:00:00+00:00,21,8,39,14
2022-11-12 00:00:00+00:00,2,2,21,8
