url_path,views_total,views_unique
/PetervanLunteren/EcoAssist,176,77
/PetervanLunteren/EcoAssist/blob/main/MacOS_Linux_install_EcoAssist.command,30,2
/PetervanLunteren/EcoAssist/blob/main/README.md,25,12
/PetervanLunteren/EcoAssist/blob/main/Windows_no_admin_install.md,22,5
/PetervanLunteren/EcoAssist/commits/main,22,1
/PetervanLunteren/EcoAssist/blob/main/imgs/users.jpg,10,4
/PetervanLunteren/EcoAssist/edit/main/MacOS_Linux_install_EcoAssist.command,10,1
/PetervanLunteren/EcoAssist/blob/main/imgs/demo.gif,7,6
/PetervanLunteren/EcoAssist/releases,5,4
/PetervanLunteren/EcoAssist/blob/main/Windows_open_EcoAssist.bat,4,1
